법률분류,기본질문,기본답변
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,"저는 50대 중반의 남성으로서 신용카드를 무분별하게 사용하여 부채가 증대되었고, 현재 직장도 없는 상태이며 채무를 감당할 능력이 없어 파산을 신청하고자 합니다. 그런데, 주위 사람들의 말에 의하면 파산선고를 받을 경우 가족관계등록부에 빨간 줄이 올라가서 평생 파산자로 낙인찍히고 금융기관도 전혀 이용할 수 없으며 자녀들에게까지 영향이 있다고 하는데 파산을 하면 어떤 불이익이 있는가요?","파산을 선고받은 자는 다음과 같은 법률상 불이익을 받게 됩니다. ○ 파산자는 민법상 후견인, 친족회원, 유언집행자, 신탁법상의 수탁자, 공 무원, 변호사, 공증인, 공인회계사, 세무사, 변리사, 법무사 등이 될 수 없고, 상법상 합명회사, 합자회사의 사원자격을 상실하고, 주식회사, 유 한회사의 이사의 경우 위임관계가 종료되어 당연 퇴임하게 됩니다. ○ 그러나, 위와 같은 신분상의 제한은 복권이 되면 없어지며, 면책결정이 확정되면 당연히 복권이 됩니다. ○ 금융기관 이용과 관련해서는 파산을 선고받아 면책결정이 확정된 경우 법원은 전국은행연합회장에게 사건번호, 채무자의 성명 및 주민등록번호 등을 통보하고(개인파산 및 면책신청사건의 처리에 관한 예규 제5조), 전국은행연합회는 채무자의 기존 연체등록정보(구 신용불량정보)를 특수 기록정보로 변경 등록하여(신용정보관리규약 제13조 제1항 제8호), 등록 사유 발생일로부터 7년간 특수기록정보를 관리하게 됩니다. 특수기록정 보 등록자라고 하더라도 금융거래 자체를 제한하지는 않으므로 일반적 인 통장개설이나 거래는 할 수 있지만, 신용카드 발급이나 대출 등 신용 거래는 다시 신용이 발생하기 전까지는 불가능할 것으로 보입니다. ○ 신원증명사항과 관련하여, 과거에는 파산선고결정이 확정되면 면책 여 부와 관계없이 채무자의 신원증명업무를 관장하는 본적지 시ㆍ구ㆍ읍ㆍ 면장에게 파산선고사실이 통지되어 신원증명서에 신원증명사항의 하나 로 기재되었고, 파산선고를 받은 자가 면책될 경우 다시 이러한 사실을 통지하여 해당사항을 삭제하는 절차가 있었으나, 대법원은 예규를 개정 하여 1)채무자의 면책신청이 각하ㆍ기각된 경우 2)면책불허가결정(일부 면책포함)이 확정된 경우 3)면책취소결정이 확정된 경우에 한하여 파산 선고사실을 통지하도록 하여 무용한 절차를 생략하고 여러 가지 사회적 평가상의 불이익을 받을 소지를 줄였습니다(개인파산 및 면책신청사건의 처리에 관한 예규 제6조).  ○ 따라서 파산을 선고받더라도 면책결정이 확정될 경우 가족관계등록부나신원증명사항에 어떠한 기재도 하지 않으며, 만일 면책결정을 받지 못하더라도 가족관계등록부를 관장하는 관서가 관리하고 있는 신원증명 사항에 기재될 뿐, 가족관계등록부에 직접 파산자로 기재되지는 않고,금융기관 거래도 특수기록정보등록자로서 신용거래는 불가능할 것으로보이나 일반적인 통장개설 및 거래는 제한 당하지 않으며, 파산 및 면책으로 인한 불이익은 당사자에게만 효력이 있으므로 자녀들에게 불이익 이 발생하는 일은 없습니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산 선고로 인하여 근로관계가 종료되는지,"근로계약, 취업규칙, 인사규정에 근거하여 당연퇴직사유로 규정되어 있는 경우에도 법률의 규정에 근거한 경우와 같이 근로관계가 당연히 종료되는지 여부에 관하여 하급심 판례는 사회통념상 상당성을 인정하기 어렵다고 판시하여 해고가 무효임을 확인한 바 있습니다(서울중앙지방법원 2006. 7. 14. 선고 2006가합17954 판결)."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산 선고의 불이익,"파산선고가 내려지면 채무자는 파산자가 되고 파산자는 민법 등 개별 법률에 의하여 법률상 불이익을 받게 됩니다. 그러나 이러한 불이익은 파산자 본인에게 한정되고, 가족 등 다른 사람에게는 아무런 불이익이 없습니다. 또한, 위와 같은 불이익은 전부 면책결정이 확정되면 그러한 불이익은 모두 소멸합니다. 면책이 되지 않은 채무자가 복권이 된 경우도 마찬가지입니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산 선고의 불이익과 소멸,"파산 선고의 불이익은 면책결정이 확정되면 소멸하지만, 면책결정을 받지 못하는 경우 또는 스스로 면책신청을 취하하는 경우 별도의 복권 절차를 거치지 않는 이상 소멸되지 않습니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산결정이 나면 경제활동이 제한되나요?,"개별법에서 허가, 등록 사업, 영업결격사유로 규정된 경우가 많고, 면책결정을 받더라도 신용거래정보에 소위 특수기록정보(공공정보)로 5년간 관리되어 각종 금융거래와 취직 등에 있어 불이익을 받을 수 있으며, 신용카드, 할부거래, 대출 등의 이용이 사실적으로 제한됩니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산선고로 인하여 근무관계가 종료되는지,"근로자가 파산을 신청하여 파산선고를 받는 경우에도 근로기준법 제23조 소정의 정당한 사유가 없는 한 회사는 근로자의 파산선고사실을 근거로 당연퇴직(해고)시킬 수 없을 것으로 보이며, 만일 회사가 근로자를 당연퇴직(해고)시킬 경우 근로자는 해고무효확인소송을 제기하거나 관할 지방노동위원회에 부당해고구제를 신청해 해고의 효력을 다툴 수 있습니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산선고를 받으면 어떠한 제한을 받게 됩니까？,"○ 개인 채무자가 파산선고를 받더라도 선거권과 피선거권을 상실하는 것은 아니지만 법률상 여러 가지 자격제한을 받게 됩니다. 예컨대 파산자는 후견인, 유언집행자, 공무원, 변호사, 변리사, 공인회계사, 공증인등이 될 수 없습니다.상법상으로 합명회사·합자회사 사원의 퇴사 원인이 되고, 주식회사와 위임 관계에 있는 이사도 그 위임 관계가 파산선고로 종료되기 때문에 퇴직하여야 합니다. 또 파산자는 파산에 관하여 필요한 설명을 할 의무를 부담하고 법원의 허가 없이는 거주지를 떠날 수 없을 뿐만 아니라 우편물·전보 등이 파산자가 아닌 파산관재인에게 배달되어 파산관재인이 그 내용을 조사할 수 있게 됩니다.파산자는 이러한 법률상의 제한 이외에도 파산선고가 확정되면 파산자의 신원증명업무를 관장하는 본적지 시·구·읍·면장에게 통지되어 파산선고사실이 신원증명서에 신원증명사항의 하나로 기재되어 금융기관 거래와 취직 등 일상생활의 면에서 여러 가지 사회적 평가상의 불이익을 받게 됩니다.따라서 개인채무자는 파산제도가 과도한 채무를 청산하기 위한 최후의 수단이라는 점을 충분히 염두에 두시고 자기파산신청을 하기 전에 채권자들과의 사이에 민사조정제도 등 다른 법률적 수단을 통한 사전 협의를 강구하는 방안을 먼저 검토하여 보시는 것이 현명할 것입니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산선고를 받을 경우 어떤 불이익이 있는지,"파산을 선고받더라도 면책결정이 확정될 경우 가족관계등록부나 신원증명사항에 어떠한 기재도 하지 않으며, 만일 면책결정을 받지 못하더라도 가족관계등록관서가 관리하고 있는 신원증명사항에 기재될 뿐, 가족관계등록부에 직접 파산자로 기재되지는 않고, 금융기관 이용과 관련하여 특수기록정보 등록자로서 신용거래는 불가능할 것으로 보이나 일반적인 통장개설 등의 금융기관 이용이 제한 당하지는 않으며, 파산 및 면책으로 인한 불이익은 신청 당사자에게만 효력이 있으므로, 자녀들에게 불이익이 발생하는 일은 없습니다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산선고의 불이익은 없나요?,"파산선고가 내려지면 채무자는 다음과 같은 불이익을 받게 됩니다. 그러나 이러한 불이익은 채무자 본인에게 한정되고, 가족 등 다른 사람에게는 아무런 불이익이 없습니다.1. 공·사법(公·私法)상의 자격 제한가. 사법상 후견인, 친족회원, 유언집행자, 수탁자가 될 수 없습니다. 다만, 권리능력, 행위능력 및 소송능력은 제한받지 아니합니다.나. 공법상 공무원, 변호사, 공인회계사, 변리사, 공증인, 부동산중개업자, 사립학교 교원, 건축사 등이 될 수 없습니다. 다만, 대통령, 국회의원, 지방자치단체장의 선거권 및 피선거권은 계속 보유합니다. 자격증에 관한 자세한 사항은 자격증을 발급해주는 기관에 문의하시기 바랍니다. 다. 상법상 합명회사, 합자회사 사원의 퇴사 원인이 됩니다. 주식회사, 유한회사와위임관계에 있는 이사의 경우 그 위임관계가 파산선고로 종료되어 당연 퇴임하게 됩니다. 회사의 사규나 취업규칙에 파산선고를 받는 것이 당연퇴직 사유로 규정되어 있는지 확인하시기 바랍니다.  2. 신원조회대상파산을 선고받은 채무자가 전부면책을 받지 못하거나 면책결정이 취소된 경우 또는 면책신청이 각하되거나 기각된 경우에 한하여 채무자의 신원증명업무를 관장하는 등록기준지 시.구.읍.면장에게 파산선고사실이 통지되어 신원조회 시 파산선고 사실이 나타나게 됩니다(가족관계등록부에 기록되는 것은 아닙니다).  3. 불이익의 제거위와 같은 불이익은 전부면책결정이 확정되면 모두 소멸합니다. 면책이 되지 않은 채무자가 복권이 된 경우도 마찬가지입니다.※ 면책결정 받지 못한 파산자로서 복권되는 경우 1) 당연복권 가. 동의폐지결정이 확정된 때 (채무자 회생 및 파산에 관한 법률 제 538조) - 파산자가 총파산채권자의 동의를 얻은 때 또 동의를 하지 않는 파산채권자에 대해서 다른 파산채권자의 동의를 얻어 파산재단에서 담보를 제공한 때에는 파산폐지의 신청을 할 수 있다(법 제538조 제1항 2호). 법원이 이를 인용하여 파산폐지 결정을 하고 그 재판이 확정되면 파산절차는 종결하여 재산의 관리·처분을 회복하게되므로 파산선고에 의한 공 · 사법상의 권리 및 자격의 제한에서 해방되어 복권하게 된다. 나. 파산선고 후 10년이 경과한 때- 사기파산(채무자 회생 및 파산에 관한 법률 제650조 1호 내지 4호)으로 유죄의 확정판결을 받음 없이 10년이 경과한 때는 특별한 절차 없이 당연복권된다. 2) 신청복권(채무자 회생 및 파산에 관한 법률 제575조) 가. 요건- 변제, 상계, 소멸시효 등에 의하여 파산채권에 대한 채무의 전부에 관하여 그 책임을 면할 것을 요건으로 한다. 나. 신청- 파산선고를 받은 법원이 전속관할이며, 인지 1,000원과 송달료(10+(채권자수*3))회분의 송달료를 납부한다. 다. 결정- 법원은 복권의 신청이 있는 때에는 그 뜻을 공고하고, 이해관계인이 열람할 수 있도록 그 신청에 관한 서류를 법원에 비치한다. 채권자의 이의신청이 이유 없다고 인정하거나 공고가 있은 날부터 3월의 기간 내에 이의신청이 없는 때에는 복권허가 결정을 한다. 복권결정이 확정되면 법원사무관 등은 채무자의 등록기준지 시?구?읍?면장에게 그 취지를 통보하여 신원증명사항에서 복권자에 대한 파산선고 사실을 삭제하도록 한다."
파산면책>파산선고및불복방법>파산선고로인한효력및불이익>Ⅱ.파산선고의불이익,파산신청하고도 해외로 나갈수 있나요?,"파산신청과 출국가능 여부와는 무관합니다.다만 파산절차중의 해외여행은 그 목적, 경비의 출처 등을 법원에 알릴 필요는 있습니다."
